name,typ1,typ2,typ3,lon,lat
金麓国际大酒店(一楼西餐),餐饮服务,外国餐厅,外国餐厅,112.93633999999999,28.22488
昌盛酒家(铜官镇店),餐饮服务,中餐厅,中餐厅,112.809358,28.454926
大众餐馆(东十路),餐饮服务,中餐厅,中餐厅,113.137556,28.220501000000002
耕食记(金洲大道),餐饮服务,中餐厅,中餐厅,112.70075200000001,28.249578999999997
建明蛇馆,餐饮服务,中餐厅,中餐厅,112.385488,28.186405
徐记海鲜(麓谷店),餐饮服务,中餐厅,海鲜酒楼,112.89659099999999,28.216739
家里的咖啡,餐饮服务,咖啡厅,咖啡厅,112.96305,28.122805
肯德基(漓湘路店),餐饮服务,快餐厅,肯德基,113.111071,28.225909
私飨荟·温鼎私房火锅(犁头店),餐饮服务,餐饮相关场所,餐饮相关,112.97928799999998,28.194569
小九门卤水火锅(暂停营业),餐饮服务,中餐厅,火锅店,112.979804,28.187853999999998
台湾苏示牛排(云塘理工大学店),餐饮服务,外国餐厅,牛扒店(扒房),113.010938,28.060415000000003
美丽人生美地轩餐厅(绿地店),餐饮服务,中餐厅,综合酒楼,112.55136,28.274411999999998
我家小院(新姚路店),餐饮服务,中餐厅,中餐厅,112.97901,28.102273999999998
罗莎蛋糕(黄花塘店),餐饮服务,糕饼店,糕饼店,112.843373,28.200953000000002
全家园大酒楼(中意一路店),餐饮服务,中餐厅,综合酒楼,113.007802,28.121757000000002
咖啡之翼(奥特莱斯店),餐饮服务,咖啡厅,咖啡厅,112.996036,28.0716
1910法国菜,餐饮服务,外国餐厅,法式菜品餐厅,112.962296,28.191640000000003
玖馀大酒店,餐饮服务,中餐厅,中餐厅,112.911653,28.490595000000003
北滨水饺店(晚报大道店),餐饮服务,中餐厅,特色/地方风味餐厅,113.026544,28.208624
上岛咖啡(湘府店),餐饮服务,咖啡厅,上岛咖啡,112.989046,28.111655
肯德基(郭亮中路店),餐饮服务,快餐厅,肯德基,112.81565400000001,28.357709999999997
马里奥(附三店),餐饮服务,糕饼店,糕饼店,112.946375,28.218154
饭怕鱼(麓山南路店),餐饮服务,中餐厅,中餐厅,112.94358500000001,28.168495
记忆咖啡·旅馆,餐饮服务,咖啡厅,咖啡厅,113.724254,27.973329999999997
罗曼咖啡,餐饮服务,咖啡厅,咖啡厅,113.01390500000001,28.102604
湘聚缘酒楼(振兴中路),餐饮服务,中餐厅,综合酒楼,112.556803,28.257671999999996
壹·鲤·米,餐饮服务,中餐厅,中餐厅,112.990393,28.186028999999998
好吃婆地道家味馆,餐饮服务,中餐厅,中餐厅,113.08235800000001,28.198722999999998
都乐西饼(南站店),餐饮服务,糕饼店,糕饼店,112.54563200000001,28.235452000000002
泰子椰(悦方idmall店),餐饮服务,外国餐厅,泰国/越南菜品餐厅,112.97463300000001,28.189674
宏茶楼,餐饮服务,茶艺馆,茶艺馆,113.003642,28.233172999999997
太平粮仓,餐饮服务,外国餐厅,西餐厅(综合风味),112.971778,28.193974
湘干部鲜鱼馆(杉木冲路店),餐饮服务,中餐厅,湖南菜(湘菜),112.994504,28.107287
满满的油泼面,餐饮服务,中餐厅,中餐厅,113.00361200000002,28.194545
果舍,餐饮服务,休闲餐饮场所,休闲餐饮场所,112.973699,28.185557
罗莎蛋糕(泉塘店),餐饮服务,糕饼店,糕饼店,113.11083500000001,28.226786999999998
漫咖啡(梅溪湖店),餐饮服务,咖啡厅,咖啡厅,112.897574,28.191114000000002
咖啡之翼咖餐厅(绿店),餐饮服务,咖啡厅,咖啡厅|餐饮服务,112.985712,28.197645
漫咖啡(世纪金源店),餐饮服务,咖啡厅,咖啡厅,112.97893700000002,28.250328000000003
偶像焗,餐饮服务,中餐厅,中餐厅,112.983503,28.204618
老百姓酒家(道林镇居委会卫生室西北),餐饮服务,中餐厅,中餐厅,112.723541,28.008112
果舍,餐饮服务,休闲餐饮场所,休闲餐饮场所,112.973699,28.185557
罗莎蛋糕(泉塘店),餐饮服务,糕饼店,糕饼店,113.11083500000001,28.226786999999998
漫咖啡(梅溪湖店),餐饮服务,咖啡厅,咖啡厅,112.897574,28.191114000000002
咖啡之翼咖餐厅(绿店),餐饮服务,咖啡厅,咖啡厅|餐饮服务,112.985712,28.197645
漫咖啡(世纪金源店),餐饮服务,咖啡厅,咖啡厅,112.97893700000002,28.250328000000003
东北饺子盖码饭,餐饮服务,中餐厅,中餐厅,113.040655,28.190021999999995
纳啡吧,餐饮服务,咖啡厅,咖啡厅,112.978346,28.195933
仁义园,餐饮服务,中餐厅,中餐厅,113.036378,28.106423
麦当劳(长沙王府井FAMILYPARK购物中心),餐饮服务,快餐厅,麦当劳,112.933051,28.218503000000002
得胜桥云南过桥米线(新民路店),餐饮服务,快餐厅,快餐厅,112.95241100000001,28.192414000000003
洪记卤粉(登仁桥巷),餐饮服务,中餐厅,中餐厅,112.975169,28.184375
澳门葡挞(复兴街店),餐饮服务,糕饼店,糕饼店,112.990214,28.188859000000004
魔味鬼爪(通程商业广场店),餐饮服务,中餐厅,中餐厅,112.952008,28.195214
科苑酒楼,餐饮服务,中餐厅,综合酒楼,112.99666699999999,28.213156
上好面(西子花苑店),餐饮服务,中餐厅,中餐厅,113.02809199999999,28.1801
何记粥铺(后湖店),餐饮服务,餐饮相关场所,餐饮相关,112.938551,28.151831
天怡梅溪湖鱼馆,餐饮服务,中餐厅,中餐厅,112.919308,28.183319
川锅壹号(侯家塘佳天国际店),餐饮服务,中餐厅,火锅店,112.98588799999999,28.173540999999997
罗莎蛋糕(竹塘店),餐饮服务,糕饼店,糕饼店,112.99446200000001,28.144851
哆啦西梦(上河国际店),餐饮服务,中餐厅,综合酒楼,113.02779299999999,28.180109
钱粮湖土鸭店,餐饮服务,中餐厅,中餐厅,112.808072,28.345148
好食上青年餐厅(万达广场),餐饮服务,中餐厅,湖南菜(湘菜),112.970378,28.198605
豪客嘉族(君悦城市广场),餐饮服务,餐饮相关场所,餐饮相关,113.6273,28.156964000000002
签签赞锅,餐饮服务,中餐厅,火锅店,112.97317199999999,28.182818
铁胖子土菜馆,餐饮服务,中餐厅,中餐厅,113.060078,28.196677
香茗阁茶楼(望仙东路),餐饮服务,茶艺馆,茶艺馆,113.10768,28.251476
米萝咖啡(宁乡紫金店),餐饮服务,咖啡厅,咖啡厅,112.552411,28.265371999999996
乐天茶馆,餐饮服务,茶艺馆,茶艺馆,112.976694,28.281058
江南公社(九龙仓店),餐饮服务,中餐厅,湖南菜(湘菜),112.979487,28.193383
红袖家菜馆,餐饮服务,中餐厅,中餐厅,113.03963,28.230247
振兴酒家(中华路),餐饮服务,中餐厅,中餐厅,113.29056399999999,28.397595000000003
Hawa西餐吧(新民路店),餐饮服务,外国餐厅,西餐厅(综合风味),112.954273,28.192155
南县小川贵(桂花公园分店),餐饮服务,餐饮相关场所,餐饮相关,113.003149,28.170246000000002
沩水情(雷峰大道店),餐饮服务,中餐厅,综合酒楼,112.88748899999999,28.250846000000003
竹淇茶馆(旗舰店),餐饮服务,茶艺馆,茶艺馆,113.008118,28.208496999999998
常德家菜馆(玉兰路),餐饮服务,中餐厅,中餐厅,112.91206399999999,28.208785
黄狮岭柴火饭庄,餐饮服务,中餐厅,综合酒楼,112.927773,28.268588
湘村柴房(南站店),餐饮服务,中餐厅,中餐厅,113.043089,28.108466999999997
水墨丹青时尚餐厅,餐饮服务,中餐厅,中餐厅,113.02948799999999,28.240212
肯德基(星沙店),餐饮服务,快餐厅,肯德基,113.07892700000001,28.243795000000002
萤火中西餐厅(装修中),餐饮服务,外国餐厅,西餐厅(综合风味),112.99878000000001,28.122562
厚道人家,餐饮服务,快餐厅,茶餐厅,113.085291,28.266123999999998
炊烟时代小炒黄牛肉(华夏店),餐饮服务,中餐厅,湖南菜(湘菜),112.993719,28.203463
星巴克咖啡(阿波罗商业广场店),餐饮服务,咖啡厅,星巴克咖啡,113.00934699999999,28.196934999999996
洪山翠园,餐饮服务,中餐厅,湖南菜(湘菜)|商务住宅,113.035201,28.246603999999998
大碗厨(东风路店),餐饮服务,中餐厅,湖南菜(湘菜),112.992062,28.214984
湘东食府,餐饮服务,中餐厅,湖南菜(湘菜),113.63632199999999,28.134833
韩国自助纸上烤肉(商学院店),餐饮服务,外国餐厅,韩国料理,112.91371699999999,28.219084999999996
尊享咖啡(万家丽mall店),餐饮服务,咖啡厅,咖啡厅,113.031421,28.191127
筷乐潇湘(河西店),餐饮服务,中餐厅,湖南菜(湘菜),112.93513300000001,28.222509000000002
麓亭创作料理,餐饮服务,外国餐厅,外国餐厅,113.0038,28.194538
隆华国际酒店自助餐厅,餐饮服务,外国餐厅,外国餐厅,113.080475,28.195251000000003
罗莎蛋糕(湘雅店),餐饮服务,糕饼店,糕饼店,112.984082,28.213471999999996
马里奥(南湖路店),餐饮服务,糕饼店,糕饼店,112.979477,28.165483000000002
印刻咖啡(华润万家万象汇店),餐饮服务,咖啡厅,咖啡厅,113.086453,28.248301
戈雅法餐厅(万达广场),餐饮服务,外国餐厅,法式菜品餐厅,112.97060400000001,28.199556
钱粮湖土鸭馆,餐饮服务,中餐厅,中餐厅,112.77883,28.325765000000004
鱼飞鱼时尚·湘菜,餐饮服务,中餐厅,湖南菜(湘菜),112.997464,28.191982
马里奥(王家湾店),餐饮服务,糕饼店,糕饼店,112.925976,28.160427000000002
妯娌老鸭粉丝馆(长沙店),餐饮服务,中餐厅,中餐厅,112.976937,28.190539
韩式自助烤肉(农大店),餐饮服务,中餐厅,特色/地方风味餐厅,113.089076,28.186224
仟吉(星沙一桥店),餐饮服务,糕饼店,糕饼店,113.07783,28.231345
肯德基(玉兰路店),餐饮服务,快餐厅,肯德基,112.909997,28.219418
上野(解放东路店),餐饮服务,外国餐厅,日本料理,113.00811499999999,28.190766999999997
仟吉西饼(芙蓉苑店),餐饮服务,糕饼店,糕饼店,113.023618,28.212898
仟吉(达美D6区店),餐饮服务,糕饼店,糕饼店,112.913343,28.203459000000002
小门大户(婚庆园店),餐饮服务,中餐厅,湖南菜(湘菜),113.045174,28.19162
罗莎蛋糕(新开铺店),餐饮服务,糕饼店,糕饼店,112.972798,28.14289
金元源酱卤食品(解放路店),餐饮服务,餐饮相关场所,餐饮相关,113.00123,28.19078
Omar coffee,餐饮服务,咖啡厅,咖啡厅,112.973497,28.18818
星巴克咖啡(东塘荟店),餐饮服务,咖啡厅,星巴克咖啡,112.994652,28.167456
一虎小厨原汤大碗饭(侯家塘店),餐饮服务,中餐厅,中餐厅,112.98393899999999,28.17577
长沙三景韦尔斯利酒店(荟风味餐厅),餐饮服务,中餐厅,中餐厅,113.104143,28.217610999999998
大湘西(木莲西路),餐饮服务,中餐厅,中餐厅,112.97405800000001,28.132386999999998
农门阵(开元西路店),餐饮服务,中餐厅,综合酒楼,113.05130600000001,28.248210999999998
食尚阳光,餐饮服务,中餐厅,综合酒楼,112.543922,28.259908000000003
德福来蛋糕,餐饮服务,糕饼店,糕饼店,113.92911299999999,28.044781
多丫甜品(湘府店),餐饮服务,甜品店,甜品店,112.99573600000001,28.114061
牧羊馆,餐饮服务,中餐厅,中餐厅,112.976029,28.165356
舜华临武鸭(步行商业街店),餐饮服务,餐饮相关场所,餐饮相关,112.976463,28.187515
奶熊(中豹塘路店),餐饮服务,冷饮店,冷饮店,113.001493,28.090698
福音宴汇,餐饮服务,中餐厅,中餐厅,113.030942,28.181540000000002
OOPS DRINK&FOOD,餐饮服务,外国餐厅,西餐厅(综合风味),112.97341100000001,28.188128999999996
我爱吃鱼自助火锅,餐饮服务,中餐厅,火锅店,113.106839,28.216347
冬瓜山肉肠,餐饮服务,餐饮相关场所,餐饮相关,112.972668,28.172827
木屋子花江狗肉羊肉馆(长沙市老店)(装修中),餐饮服务,中餐厅,特色/地方风味餐厅,112.975381,28.197657
何氏排骨(兴旺店),餐饮服务,中餐厅,综合酒楼,113.00326799999999,28.176928999999998
卢城咖啡馆(建湘路),餐饮服务,咖啡厅,咖啡厅,112.983208,28.19619
曙光酒家(白沙路店),餐饮服务,中餐厅,综合酒楼,112.978803,28.178346
离岛咖啡馆,餐饮服务,咖啡厅,咖啡厅,113.00313500000001,28.185638
渔湘汇(旗舰店),餐饮服务,中餐厅,湖南菜(湘菜),113.028457,28.178708
老星沙饭店(书院南路店),餐饮服务,中餐厅,湖南菜(湘菜),112.971681,28.150446000000002
金元源酱板鸭(宁乡总店),餐饮服务,快餐厅,快餐厅,112.54868,28.263851000000003
仟吉(五里牌店),餐饮服务,糕饼店,糕饼店,113.010108,28.197596
食在不一样(开福店),餐饮服务,中餐厅,中餐厅,112.98871299999999,28.249677000000002
四季菜馆,餐饮服务,中餐厅,中餐厅,112.99656399999999,28.18938
罗莎蛋糕(韩国街店),餐饮服务,糕饼店,糕饼店,112.98359599999999,28.156803000000004
罗莎蛋糕(窑岭店),餐饮服务,糕饼店,糕饼店,112.996829,28.185615000000002
尊品牛排(万家丽店),餐饮服务,外国餐厅,牛扒店(扒房),113.02956200000001,28.180501
欧玛咖啡(人民西路),餐饮服务,咖啡厅,咖啡厅,112.97355900000001,28.188165
秦湘园(芙蓉中路店),餐饮服务,中餐厅,湖南菜(湘菜),112.98613799999998,28.176098
中串美食(太平街口店),餐饮服务,快餐厅,快餐厅,112.972526,28.195227000000003
全家园酒楼(银盆南路店),餐饮服务,中餐厅,综合酒楼,112.955564,28.217709000000003
佳斗茶园茶艺馆,餐饮服务,茶艺馆,茶艺馆,112.986218,28.180768
老北京羊蝎子火锅(竹塘西路),餐饮服务,中餐厅,火锅店,112.97293799999998,28.138203000000004
衡东衡山口味土菜馆,餐饮服务,中餐厅,中餐厅,112.980682,28.142321000000003
天水阁餐厅(银盆岭店),餐饮服务,中餐厅,中餐厅,112.953921,28.221467999999998
旺角清粥(星沙通程店),餐饮服务,中餐厅,中餐厅,113.08098100000001,28.242721999999997
意大利西班牙餐厅,餐饮服务,外国餐厅,意式菜品餐厅,113.00020500000001,28.183159999999997
七号湘二站,餐饮服务,中餐厅,湖南菜(湘菜),113.00431100000002,28.118563
老妈家庭厨房(泉塘店),餐饮服务,中餐厅,湖南菜(湘菜),113.096325,28.206177
星巴克咖啡(世纪金源店),餐饮服务,咖啡厅,星巴克咖啡,112.97873999999999,28.251496999999997
食在人为(洪山翠园店),餐饮服务,中餐厅,海鲜酒楼,113.0345,28.247667
澎都食府(刘家冲北路店),餐饮服务,中餐厅,中餐厅,112.99184699999999,28.115971999999996
马铁活鱼馆,餐饮服务,中餐厅,海鲜酒楼,113.030593,28.253452000000003
犁舍塔客堡,餐饮服务,外国餐厅,西餐厅(综合风味),113.001901,28.193713
品湘厨(溁湾店),餐饮服务,中餐厅,湖南菜(湘菜),112.951233,28.195564
西施臭豆腐(桂花西路),餐饮服务,餐饮相关场所,餐饮相关,112.997447,28.170236
净果甜品(韶山北路店),餐饮服务,甜品店,甜品店,112.99789799999999,28.184246999999996
大碗厨(新民路店),餐饮服务,中餐厅,综合酒楼,112.954924,28.191643
重庆向妈火锅(天马店),餐饮服务,中餐厅,火锅店,112.948554,28.16827
马里奥(银杉路店),餐饮服务,糕饼店,糕饼店,112.951495,28.237209999999997
梁小姐DIY烘焙(井湾子店),餐饮服务,糕饼店,糕饼店,113.007097,28.120444
渔家呷铺(尖山路店),餐饮服务,中餐厅,海鲜酒楼,112.886095,28.237651
正粤粥铺(东塘店),餐饮服务,中餐厅,中餐厅,112.99460400000001,28.166427000000002
海底捞火锅(华创国际广场店),餐饮服务,中餐厅,火锅店,112.988115,28.224964
萌喵咖啡屋,餐饮服务,咖啡厅,咖啡厅,112.970929,28.188228000000002
南景饭店(迎宾路店)(装修中),餐饮服务,中餐厅,综合酒楼,112.992726,28.202288
隐鮨(北辰店)(装修中),餐饮服务,外国餐厅,日本料理,112.98091200000002,28.231270000000002
8号大院(雀园路)(暂停营业),餐饮服务,中餐厅,中餐厅,112.988126,28.092243
小厨私房菜(农大店),餐饮服务,中餐厅,中餐厅,113.087672,28.187333000000002
罗蔓西饼(红星店),餐饮服务,糕饼店,糕饼店,113.01588600000001,28.104603000000004
华逸府(机关酒店),餐饮服务,中餐厅,中餐厅|住宿服务,112.941071,28.230335999999998
麦当劳(开福店),餐饮服务,快餐厅,麦当劳,112.98258200000001,28.224489000000002
伍厚德堂饭店,餐饮服务,中餐厅,综合酒楼,112.972582,28.190019
浅印咖啡馆,餐饮服务,咖啡厅,咖啡厅,112.983154,28.175968
刘记特色捆鸡,餐饮服务,中餐厅,特色/地方风味餐厅,112.975655,28.173494
漫咖啡(保利店),餐饮服务,咖啡厅,咖啡厅,112.967623,28.16668
拌饭王子(湖南交院店),餐饮服务,外国餐厅,外国餐厅,113.18428600000001,28.140278000000002
彭厨(星沙一店),餐饮服务,中餐厅,湖南菜(湘菜),113.08045700000001,28.249436
隐鮨(万科店),餐饮服务,外国餐厅,日本料理,113.034405,28.143889
活鱼饭店,餐饮服务,中餐厅,中餐厅,113.28453700000001,28.337883
38火锅,餐饮服务,中餐厅,火锅店,112.979424,28.165896999999998
罗莎蛋糕(金星路店),餐饮服务,糕饼店,糕饼店,112.91728300000001,28.294513000000002
MounGar423(四方坪店),餐饮服务,咖啡厅,咖啡厅,113.004186,28.234485999999997
大夫第,餐饮服务,茶艺馆,茶艺馆,112.95486799999999,28.192871999999998
意盒蛋糕(德思勤店),餐饮服务,糕饼店,糕饼店,113.01075,28.112623
和厨(广济桥店),餐饮服务,中餐厅,综合酒楼,112.994974,28.180390000000003
马里奥(高桥店),餐饮服务,糕饼店,糕饼店,113.017756,28.174193
海旺角海鲜加工坊(马王堆店),餐饮服务,中餐厅,海鲜酒楼,113.03458799999999,28.194048
湘菜园(书香路),餐饮服务,中餐厅,湖南菜(湘菜),112.97183100000001,28.094357000000002
大碗厨(万家丽路店),餐饮服务,餐饮相关场所,餐饮相关,113.03084799999999,28.186521000000003
海底捞火锅(雨花亭凯德广场店),餐饮服务,中餐厅,火锅店,112.995438,28.154326
花之林人文茶馆(银盆岭店),餐饮服务,茶艺馆,茶艺馆,112.953947,28.221433
咖啡之翼(江畔店),餐饮服务,咖啡厅,咖啡厅,112.95401100000001,28.181651000000002
马里奥饼店(东荷店),餐饮服务,糕饼店,糕饼店,113.042079,28.191677000000002
外婆树(岳华路店),餐饮服务,中餐厅,中餐厅,112.94648000000001,28.222846
五娭毑臭豆腐,餐饮服务,中餐厅,中餐厅,112.975439,28.180269
夏记粉店,餐饮服务,中餐厅,中餐厅,112.97901599999999,28.188501000000002
麺咖餐厅(雨花亭店),餐饮服务,甜品店,甜品店,112.993867,28.155744
澳麦多伦(湘水熙园店),餐饮服务,糕饼店,糕饼店,112.96886299999998,28.115987
明食天下(梅溪湖店),餐饮服务,中餐厅,中餐厅,112.874374,28.18908
食根源(勤诚达店),餐饮服务,中餐厅,湖南菜(湘菜),112.91731100000001,28.294228000000004
文和友老长沙龙虾馆(杜甫江阁店),餐饮服务,中餐厅,海鲜酒楼,112.96968999999999,28.187103000000004
肯德基(麓谷DT汽车穿梭餐厅),餐饮服务,快餐厅,肯德基,112.87683899999999,28.220321999999996
大排档酒家,餐饮服务,中餐厅,中餐厅,112.23129099999998,28.136328999999996
清心茶庄(蔡锷南路),餐饮服务,茶艺馆,茶艺馆,112.979991,28.187374
向群锅饺(坡子街店),餐饮服务,中餐厅,特色/地方风味餐厅,112.97346100000001,28.190276
古堡餐厅,餐饮服务,中餐厅,中餐厅,113.087773,28.007215999999996
肯德基(玉潭店),餐饮服务,快餐厅,肯德基,112.556409,28.249156
潮记牛肉火锅(书院路店),餐饮服务,餐饮相关场所,餐饮相关,112.97181299999998,28.179714
莱乐斯(东湖渔场店),餐饮服务,糕饼店,糕饼店,113.087953,28.186736
薯ONE薯二地瓜坊,餐饮服务,休闲餐饮场所,休闲餐饮场所,112.9904,28.188794
老长沙湘菜馆(支五路店),餐饮服务,中餐厅,湖南菜(湘菜),113.035229,28.194430999999998
向记老北京涮羊肉火锅(南门口店),餐饮服务,中餐厅,火锅店,112.975508,28.180290999999997
靓丽人生,餐饮服务,中餐厅,中餐厅,112.38917,28.243565999999998
正宗津市牛肉粉(经贸街店),餐饮服务,中餐厅,中餐厅,112.97175700000001,28.160235999999998
佳惠快餐,餐饮服务,中餐厅,中餐厅,112.99131499999999,28.187588
佘万顺大酒店,餐饮服务,中餐厅,湖南菜(湘菜)|住宿服务,112.993353,28.294016999999997
金麦客蛋糕(远大一路店),餐饮服务,糕饼店,糕饼店,113.03396599999999,28.198278000000002
马里奥(城南中路店),餐饮服务,糕饼店,糕饼店,112.987149,28.182215999999997
丘比特蛋糕(商业街店),餐饮服务,糕饼店,糕饼店,113.190656,28.230342999999998
老北京涮羊肉(金盆岭店),餐饮服务,中餐厅,火锅店,112.97199499999999,28.145507000000002
罗莎蛋糕(一中店),餐饮服务,糕饼店,糕饼店,112.988859,28.20298
喜大姐面粉店,餐饮服务,中餐厅,中餐厅,112.955607,28.198016
味爵湘时尚餐厅,餐饮服务,中餐厅,湖南菜(湘菜),113.01325200000001,28.052024
罗氏拾参鲜活虾餐厅(婚庆园店),餐饮服务,中餐厅,海鲜酒楼,113.04576499999999,28.194027000000002
sweet bar甜吧,餐饮服务,甜品店,甜品店,112.989177,28.001208000000002
溢香糕点坊,餐饮服务,糕饼店,糕饼店,112.977005,28.181606
肯德基(世纪城店),餐饮服务,快餐厅,肯德基,112.979743,28.252190999999996
美聚酒店(火星镇店),餐饮服务,中餐厅,综合酒楼|住宿服务,113.022305,28.199859999999997
杨裕兴(三王街店),餐饮服务,中餐厅,老字号,112.97337900000001,28.191232
尊品牛排(侯家塘店),餐饮服务,外国餐厅,牛扒店(扒房),112.98591100000002,28.173638
20叁甜品工厂,餐饮服务,甜品店,甜品店,112.981376,28.186459000000003
味蜀吾老火锅(五一广场店),餐饮服务,中餐厅,火锅店,112.974345,28.194963
胡毛肚黑毛肚火锅(杨帆店),餐饮服务,中餐厅,火锅店,113.036026,28.187962
特色烤鱼,餐饮服务,中餐厅,特色/地方风味餐厅,112.971092,28.192489000000002
罗莎蛋糕(定王台店),餐饮服务,糕饼店,糕饼店,112.985646,28.189736
肯德基(劳动路店),餐饮服务,快餐厅,肯德基,112.993489,28.169127000000003
炊烟时代小炒黄牛肉(田汉大剧院店),餐饮服务,中餐厅,湖南菜(湘菜),112.98343100000001,28.174756
炊烟时代小炒黄牛肉(星沙店),餐饮服务,中餐厅,湖南菜(湘菜),113.08213300000001,28.237757000000002
菲飞一品香餐馆,餐饮服务,中餐厅,火锅店,112.82869699999999,28.338496000000003
康记馒头,餐饮服务,餐饮相关场所,餐饮相关,112.996959,28.127473
韩国大叔拌饭,餐饮服务,外国餐厅,韩国料理,112.97523000000001,28.185106
咖稀穆清真餐厅(劳动路店),餐饮服务,中餐厅,清真菜馆,112.986644,28.171985
正宗兰州拉面(火车站店),餐饮服务,中餐厅,清真菜馆,113.010907,28.195104999999998
风铃屋日料店(北辰店),餐饮服务,外国餐厅,日本料理,112.98236599999998,28.234486999999998
杂咖(保利店),餐饮服务,外国餐厅,西餐厅(综合风味),112.96753899999999,28.1665
长沙君悦酒店酒漾,餐饮服务,餐饮相关场所,餐饮相关,112.97028200000001,28.188810999999998
黑钻米拉烘焙工坊(农大店),餐饮服务,餐饮相关场所,餐饮相关,113.08708600000001,28.186583000000002
绝味鸭脖(浏城桥店),餐饮服务,餐饮相关场所,餐饮相关,112.98856299999998,28.189225
庆丰茶餐厅,餐饮服务,中餐厅,综合酒楼,113.62659599999999,28.13485
花山酒家,餐饮服务,中餐厅,中餐厅,113.22333400000001,28.259075
爷爷的土钵菜(宁乡店),餐饮服务,中餐厅,湖南菜(湘菜),112.55503799999998,28.274019
胡毛肚重庆火锅(天虹店),餐饮服务,中餐厅,火锅店,112.98283700000002,28.13315
海底捞火锅(黄兴南路店),餐饮服务,中餐厅,火锅店,112.97611100000002,28.188696000000004
七子螃蟹美食城,餐饮服务,中餐厅,海鲜酒楼,112.555012,28.263477
芙蓉国温德姆至尊豪廷大酒店自助餐厅,餐饮服务,外国餐厅,西餐厅(综合风味),112.986451,28.186611
漫咖啡(浏阳河店),餐饮服务,咖啡厅,咖啡厅,113.04597700000001,28.193603999999997
老谭渔粉,餐饮服务,快餐厅,快餐厅,113.089694,28.186376
山哥土菜馆,餐饮服务,中餐厅,中餐厅,112.643432,28.033157
味上(新民路店),餐饮服务,中餐厅,湖南菜(湘菜),112.955453,28.191810999999998
大众餐馆(长白路),餐饮服务,中餐厅,中餐厅,113.07525600000001,28.192308
四川香天下火锅(黄兴步行街店),餐饮服务,中餐厅,火锅店,112.97641599999999,28.185361
天时食府(人民西路店),餐饮服务,中餐厅,中餐厅,112.97183899999999,28.188167
老欧洲咖啡·西餐(五江天街店),餐饮服务,咖啡厅,咖啡厅,113.02568000000001,28.146076
山羊叔叔(浏阳店),餐饮服务,糕饼店,糕饼店,113.63130600000001,28.141522
老街鱼嘴巴(坡子街店),餐饮服务,中餐厅,中餐厅,112.971972,28.190594
新芙蓉专业长沙菜(雷锋大道店),餐饮服务,中餐厅,中餐厅,112.910045,28.220875
文和友老长沙油炸社(太平街店),餐饮服务,中餐厅,中餐厅,112.972017,28.192809999999998
有呷有渔,餐饮服务,中餐厅,海鲜酒楼,112.82230700000001,28.372937
酒道湾,餐饮服务,中餐厅,湖南菜(湘菜),113.062831,28.225356
盟重烧烤店,餐饮服务,中餐厅,特色/地方风味餐厅,112.97241399999999,28.173152
3005生态餐饮,餐饮服务,中餐厅,中餐厅,112.98925,28.19193
绝味鸭脖(金满地店),餐饮服务,餐饮相关场所,餐饮相关,112.975902,28.199471000000003
楚湘斋,餐饮服务,中餐厅,中餐厅,112.637822,28.032047
汤姆男孩西饼屋(星电花园店),餐饮服务,糕饼店,糕饼店,112.982547,28.162671999999997
吧赫西点(湘春巷店),餐饮服务,糕饼店,糕饼店,112.97895700000001,28.210445
喜来登自助餐厅,餐饮服务,中餐厅,中餐厅,112.985118,28.202941
老清泉董记北京涮羊肉(河西分店),餐饮服务,中餐厅,火锅店,112.954857,28.217583
阿T烘焙(东湖店),餐饮服务,糕饼店,糕饼店,113.08420600000001,28.186338
肯德基(T2航站楼),餐饮服务,快餐厅,肯德基,113.22009299999999,28.185828000000004
绿草地家宴楼(五矿万境水岸店),餐饮服务,中餐厅,湖南菜(湘菜)|餐饮服务,113.02886200000002,28.118488
岳阳方记虾尾(劳动西路店),餐饮服务,中餐厅,海鲜酒楼,112.9702,28.179496
蒙娜丽莎中西餐厅(新民路店),餐饮服务,中餐厅,中餐厅,112.95451499999999,28.192117
科斯塔法式牛排自助西餐厅(汇一城店),餐饮服务,外国餐厅,外国餐厅,113.085307,28.206768
竹林酒家(陶城医院东南),餐饮服务,中餐厅,中餐厅,112.81593400000001,28.457232
江语庭院,餐饮服务,中餐厅,中餐厅,112.971434,28.099829999999997
餐谋天下(中信广场店),餐饮服务,中餐厅,中餐厅,112.98919099999999,28.068631
马里奥(杨家山店),餐饮服务,糕饼店,糕饼店,113.02005700000001,28.184908
蜀地(友阿奥特莱斯店),餐饮服务,中餐厅,四川菜(川菜),112.995857,28.072121000000003
天瑞,餐饮服务,茶艺馆,茶艺馆,113.03478999999999,28.202315999999996
罗莎蛋糕(长沙站),餐饮服务,糕饼店,糕饼店,113.013021,28.19385
黑色经典长沙臭豆腐(鸿翔步行街店),餐饮服务,餐饮相关场所,餐饮相关,112.97585,28.190365999999997
佳海味海鲜煲,餐饮服务,中餐厅,海鲜酒楼,112.97343500000001,28.117620000000002
斗牛士牛排餐厅(德思勤店),餐饮服务,外国餐厅,牛扒店(扒房),113.01354599999999,28.111506
食尚蛋糕(沙湖店),餐饮服务,糕饼店,糕饼店,112.974074,28.163596999999996
寺前の居酒屋,餐饮服务,外国餐厅,日本料理,112.98058999999999,28.185809999999996
